ID,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,height_cm,weight_kg,Rarity
2025,Gholdengo,550,87,60,95,133,91,84,9,120,30.0,
2026,Wo-Chien,570,85,85,100,95,135,70,9,150,74.2,Legendary
2027,Chien-Pao,570,80,120,80,90,65,135,9,190,152.2,Legendary
2028,Ting-Lu,570,155,110,125,55,80,45,9,270,699.7,Legendary
2029,Chi-Yu,570,55,80,80,135,120,100,9,40,4.9,Legendary
2030,Roaring Moon,590,105,139,71,55,101,119,9,200,380.0,Paradox
2031,Iron Valiant,590,74,130,90,120,60,116,9,140,35.0,Paradox
2032,Koraidon,670,100,135,115,85,100,135,9,250,303.0,Legendary
2033,Miraidon,670,100,85,100,135,115,135,9,350,240.0,Legendary
2034,Walking Wake,590,99,83,91,125,83,109,9,350,280.0,Paradox
2035,Iron Leaves,590,90,130,88,70,108,104,9,150,125.0,Paradox
2036,Dipplin,485,80,80,110,95,80,40,9,40,4.4,
2037,Poltchageist,308,40,45,45,74,54,50,9,10,1.1,
2038,Sinistcha,508,71,60,106,121,80,70,9,20,2.2,
2039,Okidogi,555,88,128,115,58,86,80,9,180,92.0,Legendary
2040,Munkidori,555,88,75,66,130,90,106,9,100,12.2,Legendary
2041,Fezandipiti,555,88,91,82,70,125,99,9,140,30.1,Legendary
2042,Ogerpon,550,80,120,84,60,96,110,9,120,39.8,Legendary
2043,Archaludon,600,90,105,130,125,65,85,9,200,60.0,
2044,Hydrapple,540,106,80,110,120,80,44,9,180,93.0,
2045,Gouging Fire,590,105,115,121,65,93,91,9,350,590.0,Paradox
2046,Raging Bolt,590,125,73,91,137,89,75,9,520,480.0,Paradox
2047,Iron Boulder,590,90,120,80,68,108,124,9,150,162.5,Paradox
2048,Iron Crown,590,90,72,100,122,108,98,9,160,156.0,Paradox
2049,Terapagos,450,90,65,85,65,85,60,9,20,6.5,Legendary
2050,Pecharunt,600,88,88,160,88,88,88,9,30,0.3,Mythical
2051,Bulbasaur,318,45,49,49,65,65,45,1,70,6.9,
2052,Ivysaur,405,60,62,63,80,80,60,1,100,13.0,
2053,Venusaur,525,80,82,83,100,100,80,1,200,100.0,
2054,Charmander,309,39,52,43,60,50,65,1,60,8.5,
2055,Charmeleon,405,58,64,58,80,65,80,1,110,19.0,
2056,Charizard,534,78,84,78,109,85,100,1,170,90.5,
2057,Squirtle,314,44,48,65,50,64,43,1,50,9.0,
2058,Wartortle,405,59,63,80,65,80,58,1,100,22.5,
2059,Blastoise,530,79,83,100,85,105,78,1,160,85.5,
2060,Caterpie,195,45,30,35,20,20,45,1,30,2.9,
2061,Metapod,205,50,20,55,25,25,30,1,70,9.9,
2062,Butterfree,395,60,45,50,90,80,70,1,110,32.0,
2063,Weedle,195,40,35,30,20,20,50,1,30,3.2,
2064,Kakuna,205,45,25,50,25,25,35,1,60,10.0,
2065,Beedrill,395,65,90,40,45,80,75,1,100,29.5,
2066,Pidgey,251,40,45,40,35,35,56,1,30,1.8,
2067,Pidgeotto,349,63,60,55,50,50,71,1,110,30.0,
2068,Pidgeot,479,83,80,75,70,70,101,1,150,39.5,
2069,Rattata,253,30,56,35,25,35,72,1,30,3.5,
2070,Raticate,413,55,81,60,50,70,97,1,70,18.5,
2071,Spearow,262,40,60,30,31,31,70,1,30,2.0,
2072,Fearow,442,65,90,65,61,61,100,1,120,38.0,
2073,Ekans,288,35,60,44,40,54,55,1,200,6.9,
2074,Arbok,448,60,95,69,65,79,80,1,350,65.0,
2075,Pikachu,320,35,55,40,50,50,90,1,40,6.0,
2076,Raichu,485,60,90,55,90,80,110,1,80,30.0,
2077,Sandshrew,300,50,75,85,20,30,40,1,60,12.0,
2078,Sandslash,450,75,100,110,45,55,65,1,100,29.5,
2079,Nidoran,275,55,47,52,40,40,41,1,40,7.0,
2080,Nidorina,365,70,62,67,55,55,56,1,80,20.0,
2081,Nidoqueen,505,90,92,87,75,85,76,1,130,60.0,
2082,Nidoran,273,46,57,40,40,40,50,1,50,9.0,
2083,Nidorino,365,61,72,57,55,55,65,1,90,19.5,
2084,Nidoking,505,81,102,77,85,75,85,1,140,62.0,
2085,Clefairy,323,70,45,48,60,65,35,1,60,7.5,
2086,Clefable,483,95,70,73,95,90,60,1,130,40.0,
2087,Vulpix,299,38,41,40,50,65,65,1,60,9.9,
2088,Ninetales,505,73,76,75,81,100,100,1,110,19.9,
2089,Jigglypuff,270,115,45,20,45,25,20,1,50,5.5,
2090,Wigglytuff,435,140,70,45,85,50,45,1,100,12.0,
2091,Zubat,245,40,45,35,30,40,55,1,80,7.5,
2092,Golbat,455,75,80,70,65,75,90,1,160,55.0,
2093,Oddish,320,45,50,55,75,65,30,1,50,5.4,
2094,Gloom,395,60,65,70,85,75,40,1,80,8.6,
2095,Vileplume,490,75,80,85,110,90,50,1,120,18.6,
2096,Paras,285,35,70,55,45,55,25,1,30,5.4,
2097,Parasect,405,60,95,80,60,80,30,1,100,29.5,
2098,Venonat,305,60,55,50,40,55,45,1,100,30.0,
2099,Venomoth,450,70,65,60,90,75,90,1,150,12.5,
2100,Diglett,265,10,55,25,35,45,95,1,20,0.8,
2101,Dugtrio,425,35,100,50,50,70,120,1,70,33.3,
2102,Meowth,290,40,45,35,40,40,90,1,40,4.2,
2103,Persian,440,65,70,60,65,65,115,1,100,32.0,
2104,Psyduck,320,50,52,48,65,50,55,1,80,19.6,
2105,Golduck,500,80,82,78,95,80,85,1,170,76.6,
2106,Mankey,305,40,80,35,35,45,70,1,50,28.0,
2107,Primeape,455,65,105,60,60,70,95,1,100,32.0,
2108,Growlithe,350,55,70,45,70,50,60,1,70,19.0,
2109,Arcanine,555,90,110,80,100,80,95,1,190,155.0,
2110,Poliwag,300,40,50,40,40,40,90,1,60,12.4,
2111,Poliwhirl,385,65,65,65,50,50,90,1,100,20.0,
2112,Poliwrath,510,90,95,95,70,90,70,1,130,54.0,
2113,Abra,310,25,20,15,105,55,90,1,90,19.5,
2114,Kadabra,400,40,35,30,120,70,105,1,130,56.5,
2115,Alakazam,500,55,50,45,135,95,120,1,150,48.0,
2116,Machop,305,70,80,50,35,35,35,1,80,19.5,
2117,Machoke,405,80,100,70,50,60,45,1,150,70.5,
2118,Machamp,505,90,130,80,65,85,55,1,160,130.0,
2119,Bellsprout,300,50,75,35,70,30,40,1,70,4.0,
2120,Weepinbell,390,65,90,50,85,45,55,1,100,6.4,
2121,Victreebel,490,80,105,65,100,70,70,1,170,15.5,
2122,Tentacool,335,40,40,35,50,100,70,1,90,45.5,
2123,Tentacruel,515,80,70,65,80,120,100,1,160,55.0,
2124,Geodude,300,40,80,100,30,30,20,1,40,20.0,
2125,Graveler,390,55,95,115,45,45,35,1,100,105.0,
2126,Golem,495,80,120,130,55,65,45,1,140,300.0,
2127,Ponyta,410,50,85,55,65,65,90,1,100,30.0,
2128,Rapidash,500,65,100,70,80,80,105,1,170,95.0,
2129,Slowpoke,315,90,65,65,40,40,15,1,120,36.0,
2130,Slowbro,490,95,75,110,100,80,30,1,160,78.5,
2131,Magnemite,325,25,35,70,95,55,45,1,30,6.0,
2132,Magneton,465,50,60,95,120,70,70,1,100,60.0,
2133,Farfetch'd,377,52,90,55,58,62,60,1,80,15.0,
2134,Doduo,310,35,85,45,35,35,75,1,140,39.2,
2135,Dodrio,470,60,110,70,60,60,110,1,180,85.2,
2136,Seel,325,65,45,55,45,70,45,1,110,90.0,
2137,Dewgong,475,90,70,80,70,95,70,1,170,120.0,
2138,Grimer,325,80,80,50,40,50,25,1,90,30.0,
2139,Muk,500,105,105,75,65,100,50,1,120,30.0,
2140,Shellder,305,30,65,100,45,25,40,1,30,4.0,
2141,Cloyster,525,50,95,180,85,45,70,1,150,132.5,
2142,Gastly,310,30,35,30,100,35,80,1,130,0.1,
2143,Haunter,405,45,50,45,115,55,95,1,160,0.1,
2144,Gengar,500,60,65,60,130,75,110,1,150,40.5,
2145,Onix,385,35,45,160,30,45,70,1,880,210.0,
2146,Drowzee,328,60,48,45,43,90,42,1,100,32.4,
2147,Hypno,483,85,73,70,73,115,67,1,160,75.6,
2148,Krabby,325,30,105,90,25,25,50,1,40,6.5,
2149,Kingler,475,55,130,115,50,50,75,1,130,60.0,
2150,Voltorb,330,40,30,50,55,55,100,1,50,10.4,
2151,Electrode,490,60,50,70,80,80,150,1,120,66.6,
2152,Exeggcute,325,60,40,80,60,45,40,1,40,2.5,
2153,Exeggutor,530,95,95,85,125,75,55,1,200,120.0,
2154,Cubone,320,50,50,95,40,50,35,1,40,6.5,
2155,Marowak,425,60,80,110,50,80,45,1,100,45.0,
2156,Hitmonlee,455,50,120,53,35,110,87,1,150,49.8,
2157,Hitmonchan,455,50,105,79,35,110,76,1,140,50.2,
2158,Lickitung,385,90,55,75,60,75,30,1,120,65.5,
2159,Koffing,340,40,65,95,60,45,35,1,60,1.0,
2160,Weezing,490,65,90,120,85,70,60,1,120,9.5,
2161,Rhyhorn,345,80,85,95,30,30,25,1,100,115.0,
2162,Rhydon,485,105,130,120,45,45,40,1,190,120.0,
2163,Chansey,450,250,5,5,35,105,50,1,110,34.6,
2164,Tangela,435,65,55,115,100,40,60,1,100,35.0,
2165,Kangaskhan,490,105,95,80,40,80,90,1,220,80.0,
2166,Horsea,295,30,40,70,70,25,60,1,40,8.0,
2167,Seadra,440,55,65,95,95,45,85,1,120,25.0,
2168,Goldeen,320,45,67,60,35,50,63,1,60,15.0,
2169,Seaking,450,80,92,65,65,80,68,1,130,39.0,
2170,Staryu,340,30,45,55,70,55,85,1,80,34.5,
2171,Starmie,520,60,75,85,100,85,115,1,110,80.0,
2172,Mr. Mime,460,40,45,65,100,120,90,1,130,54.5,
2173,Scyther,500,70,110,80,55,80,105,1,150,56.0,
2174,Jynx,455,65,50,35,115,95,95,1,140,40.6,
2175,Electabuzz,490,65,83,57,95,85,105,1,110,30.0,
2176,Magmar,495,65,95,57,100,85,93,1,130,44.5,
2177,Pinsir,500,65,125,100,55,70,85,1,150,55.0,
2178,Tauros,490,75,100,95,40,70,110,1,140,88.4,
2179,Magikarp,200,20,10,55,15,20,80,1,90,10.0,
2180,Gyarados,540,95,125,79,60,100,81,1,650,235.0,
2181,Lapras,535,130,85,80,85,95,60,1,250,220.0,
2182,Ditto,288,48,48,48,48,48,48,1,30,4.0,
2183,Eevee,325,55,55,50,45,65,55,1,30,6.5,
2184,Vaporeon,525,130,65,60,110,95,65,1,100,29.0,
2185,Jolteon,525,65,65,60,110,95,130,1,80,24.5,
2186,Flareon,525,65,130,60,95,110,65,1,90,25.0,
2187,Porygon,395,65,60,70,85,75,40,1,80,36.5,
2188,Omanyte,355,35,40,100,90,55,35,1,40,7.5,
2189,Omastar,495,70,60,125,115,70,55,1,100,35.0,
2190,Kabuto,355,30,80,90,55,45,55,1,50,11.5,
2191,Kabutops,495,60,115,105,65,70,80,1,130,40.5,
2192,Aerodactyl,515,80,105,65,60,75,130,1,180,59.0,
2193,Snorlax,540,160,110,65,65,110,30,1,210,460.0,
2194,Articuno,580,90,85,100,95,125,85,1,170,55.4,Legendary
2195,Zapdos,580,90,90,85,125,90,100,1,160,52.6,Legendary
2196,Moltres,580,90,100,90,125,85,90,1,200,60.0,Legendary
2197,Dratini,300,41,64,45,50,50,50,1,180,3.3,
2198,Dragonair,420,61,84,65,70,70,70,1,400,16.5,
2199,Dragonite,600,91,134,95,100,100,80,1,220,210.0,Pseudo-Legendary
2200,Mewtwo,680,106,110,90,154,90,130,1,200,122.0,Legendary
2201,Mew,600,100,100,100,100,100,100,1,40,4.0,Mythical
2202,Chikorita,318,45,49,65,49,65,45,2,90,6.4,
2203,Bayleef,405,60,62,80,63,80,60,2,120,15.8,
2204,Meganium,525,80,82,100,83,100,80,2,180,100.5,
2205,Cyndaquil,309,39,52,43,60,50,65,2,50,7.9,
2206,Quilava,405,58,64,58,80,65,80,2,90,19.0,
2207,Typhlosion,534,78,84,78,109,85,100,2,170,79.5,
2208,Totodile,314,50,65,64,44,48,43,2,60,9.5,
2209,Croconaw,405,65,80,80,59,63,58,2,110,25.0,
2210,Feraligatr,530,85,105,100,79,83,78,2,230,88.8,
2211,Sentret,215,35,46,34,35,45,20,2,80,6.0,
2212,Furret,415,85,76,64,45,55,90,2,180,32.5,
2213,Hoothoot,262,60,30,30,36,56,50,2,70,21.2,
2214,Noctowl,452,100,50,50,86,96,70,2,160,40.8,
2215,Ledyba,265,40,20,30,40,80,55,2,100,10.8,
2216,Ledian,390,55,35,50,55,110,85,2,140,35.6,
2217,Spinarak,250,40,60,40,40,40,30,2,50,8.5,
2218,Ariados,400,70,90,70,60,70,40,2,110,33.5,
2219,Crobat,535,85,90,80,70,80,130,2,180,75.0,
2220,Chinchou,330,75,38,38,56,56,67,2,50,12.0,
2221,Lanturn,460,125,58,58,76,76,67,2,120,22.5,
2222,Pichu,205,20,40,15,35,35,60,2,30,2.0,
2223,Cleffa,218,50,25,28,45,55,15,2,30,3.0,
2224,Igglybuff,210,90,30,15,40,20,15,2,30,1.0,
2225,Togepi,245,35,20,65,40,65,20,2,30,1.5,
2226,Togetic,405,55,40,85,80,105,40,2,60,3.2,
2227,Natu,320,40,50,45,70,45,70,2,20,2.0,
2228,Xatu,470,65,75,70,95,70,95,2,150,15.0,
2229,Mareep,280,55,40,40,65,45,35,2,60,7.8,
2230,Flaaffy,365,70,55,55,80,60,45,2,80,13.3,
2231,Ampharos,510,90,75,85,115,90,55,2,140,61.5,
2232,Bellossom,490,75,80,95,90,100,50,2,40,5.8,
2233,Marill,250,70,20,50,20,50,40,2,40,8.5,
2234,Azumarill,420,100,50,80,60,80,50,2,80,28.5,
2235,Sudowoodo,410,70,100,115,30,65,30,2,120,38.0,
2236,Politoed,500,90,75,75,90,100,70,2,110,33.9,
2237,Hoppip,250,35,35,40,35,55,50,2,40,0.5,
2238,Skiploom,340,55,45,50,45,65,80,2,60,1.0,
2239,Jumpluff,460,75,55,70,55,95,110,2,80,3.0,
2240,Aipom,360,55,70,55,40,55,85,2,80,11.5,
2241,Sunkern,180,30,30,30,30,30,30,2,30,1.8,
2242,Sunflora,425,75,75,55,105,85,30,2,80,8.5,
2243,Yanma,390,65,65,45,75,45,95,2,120,38.0,
2244,Wooper,210,55,45,45,25,25,15,2,40,8.5,
2245,Quagsire,430,95,85,85,65,65,35,2,140,75.0,
2246,Espeon,525,65,65,60,130,95,110,2,90,26.5,
2247,Umbreon,525,95,65,110,60,130,65,2,100,27.0,
2248,Murkrow,405,60,85,42,85,42,91,2,50,2.1,
2249,Slowking,490,95,75,80,100,110,30,2,200,79.5,
2250,Misdreavus,435,60,60,60,85,85,85,2,70,1.0,
2251,Unown,336,48,72,48,72,48,48,2,50,5.0,
2252,Wobbuffet,405,190,33,58,33,58,33,2,130,28.5,
2253,Girafarig,455,70,80,65,90,65,85,2,150,41.5,
2254,Pineco,290,50,65,90,35,35,15,2,60,7.2,
2255,Forretress,465,75,90,140,60,60,40,2,120,125.8,
2256,Dunsparce,415,100,70,70,65,65,45,2,150,14.0,
2257,Gligar,430,65,75,105,35,65,85,2,110,64.8,
2258,Steelix,510,75,85,200,55,65,30,2,920,400.0,
2259,Snubbull,300,60,80,50,40,40,30,2,60,7.8,
2260,Granbull,450,90,120,75,60,60,45,2,140,48.7,
2261,Qwilfish,440,65,95,85,55,55,85,2,50,3.9,
2262,Scizor,500,70,130,100,55,80,65,2,180,118.0,
2263,Shuckle,505,20,10,230,10,230,5,2,60,20.5,
2264,Heracross,500,80,125,75,40,95,85,2,150,54.0,
2265,Sneasel,430,55,95,55,35,75,115,2,90,28.0,
2266,Teddiursa,330,60,80,50,50,50,40,2,60,8.8,
2267,Ursaring,500,90,130,75,75,75,55,2,180,125.8,
2268,Slugma,250,40,40,40,70,40,20,2,70,35.0,
2269,Magcargo,430,60,50,120,90,80,30,2,80,55.0,
2270,Swinub,250,50,50,40,30,30,50,2,40,6.5,
2271,Piloswine,450,100,100,80,60,60,50,2,110,55.8,
2272,Corsola,410,65,55,95,65,95,35,2,60,5.0,
2273,Remoraid,300,35,65,35,65,35,65,2,60,12.0,
2274,Octillery,480,75,105,75,105,75,45,2,90,28.5,
2275,Delibird,330,45,55,45,65,45,75,2,90,16.0,
2276,Mantine,485,85,40,70,80,140,70,2,210,220.0,
2277,Skarmory,465,65,80,140,40,70,70,2,170,50.5,
2278,Houndour,330,45,60,30,80,50,65,2,60,10.8,
2279,Houndoom,500,75,90,50,110,80,95,2,140,35.0,
2280,Kingdra,540,75,95,95,95,95,85,2,180,152.0,
2281,Phanpy,330,90,60,60,40,40,40,2,50,33.5,
2282,Donphan,500,90,120,120,60,60,50,2,110,120.0,
2283,Porygon2,515,85,80,90,105,95,60,2,60,32.5,
2284,Stantler,465,73,95,62,85,65,85,2,140,71.2,
2285,Smeargle,250,55,20,35,20,45,75,2,120,58.0,
2286,Tyrogue,210,35,35,35,35,35,35,2,70,21.0,
2287,Hitmontop,455,50,95,95,35,110,70,2,140,48.0,
2288,Smoochum,305,45,30,15,85,65,65,2,40,6.0,
2289,Elekid,360,45,63,37,65,55,95,2,60,23.5,
2290,Magby,365,45,75,37,70,55,83,2,70,21.4,
2291,Miltank,490,95,80,105,40,70,100,2,120,75.5,
2292,Blissey,540,255,10,10,75,135,55,2,150,46.8,
2293,Raikou,580,90,85,75,115,100,115,2,190,178.0,Legendary
2294,Entei,580,115,115,85,90,75,100,2,210,198.0,Legendary
2295,Suicune,580,100,75,115,90,115,85,2,200,187.0,Legendary
2296,Larvitar,300,50,64,50,45,50,41,2,60,72.0,
2297,Pupitar,410,70,84,70,65,70,51,2,120,152.0,
2298,Tyranitar,600,100,134,110,95,100,61,2,200,202.0,Pseudo-Legendary
2299,Lugia,680,106,90,130,90,154,110,2,520,216.0,Legendary
2300,Ho-oh,680,106,130,90,110,154,90,2,380,199.0,Legendary
2301,Celebi,600,100,100,100,100,100,100,2,60,5.0,Mythical
2302,Treecko,310,40,45,35,65,55,70,3,50,5.0,
2303,Grovyle,405,50,65,45,85,65,95,3,90,21.6,
2304,Sceptile,530,70,85,65,105,85,120,3,170,52.2,
2305,Torchic,310,45,60,40,70,50,45,3,40,2.5,
2306,Combusken,405,60,85,60,85,60,55,3,90,19.5,
2307,Blaziken,530,80,120,70,110,70,80,3,190,52.0,
2308,Mudkip,310,50,70,50,50,50,40,3,40,7.6,
2309,Marshtomp,405,70,85,70,60,70,50,3,70,28.0,
2310,Swampert,535,100,110,90,85,90,60,3,150,81.9,
2311,Poochyena,220,35,55,35,30,30,35,3,50,13.6,
2312,Mightyena,420,70,90,70,60,60,70,3,100,37.0,
2313,Zigzagoon,240,38,30,41,30,41,60,3,40,17.5,
2314,Linoone,420,78,70,61,50,61,100,3,50,32.5,
2315,Wurmple,195,45,45,35,20,30,20,3,30,3.6,
2316,Silcoon,205,50,35,55,25,25,15,3,60,10.0,
2317,Beautifly,395,60,70,50,100,50,65,3,100,28.4,
2318,Cascoon,205,50,35,55,25,25,15,3,70,11.5,
2319,Dustox,385,60,50,70,50,90,65,3,120,31.6,
2320,Lotad,220,40,30,30,40,50,30,3,50,2.6,
2321,Lombre,340,60,50,50,60,70,50,3,120,32.5,
2322,Ludicolo,480,80,70,70,90,100,70,3,150,55.0,
2323,Seedot,220,40,40,50,30,30,30,3,50,4.0,
2324,Nuzleaf,340,70,70,40,60,40,60,3,100,28.0,
2325,Shiftry,480,90,100,60,90,60,80,3,130,59.6,
2326,Taillow,270,40,55,30,30,30,85,3,30,2.3,
2327,Swellow,455,60,85,60,75,50,125,3,70,19.8,
2328,Wingull,270,40,30,30,55,30,85,3,60,9.5,
2329,Pelipper,440,60,50,100,95,70,65,3,120,28.0,
2330,Ralts,198,28,25,25,45,35,40,3,40,6.6,
2331,Kirlia,278,38,35,35,65,55,50,3,80,20.2,
2332,Gardevoir,518,68,65,65,125,115,80,3,160,48.4,
2333,Surskit,269,40,30,32,50,52,65,3,50,1.7,
2334,Masquerain,454,70,60,62,100,82,80,3,80,3.6,
2335,Shroomish,295,60,40,60,40,60,35,3,40,4.5,
2336,Breloom,460,60,130,80,60,60,70,3,120,39.2,
2337,Slakoth,280,60,60,60,35,35,30,3,80,24.0,
2338,Vigoroth,440,80,80,80,55,55,90,3,140,46.5,
2339,Slaking,670,150,160,100,95,65,100,3,200,130.5,
2340,Nincada,266,31,45,90,30,30,40,3,50,5.5,
2341,Ninjask,456,61,90,45,50,50,160,3,80,12.0,
2342,Shedinja,236,1,90,45,30,30,40,3,80,1.2,
2343,Whismur,240,64,51,23,51,23,28,3,60,16.3,
2344,Loudred,360,84,71,43,71,43,48,3,100,40.5,
2345,Exploud,490,104,91,63,91,73,68,3,150,84.0,
2346,Makuhita,237,72,60,30,20,30,25,3,100,86.4,
2347,Hariyama,474,144,120,60,40,60,50,3,230,253.8,
2348,Azurill,190,50,20,40,20,40,20,3,20,2.0,
2349,Nosepass,375,30,45,135,45,90,30,3,100,97.0,
2350,Skitty,260,50,45,45,35,35,50,3,60,11.0,
2351,Delcatty,400,70,65,65,55,55,90,3,110,32.6,
2352,Sableye,380,50,75,75,65,65,50,3,50,11.0,
2353,Mawile,380,50,85,85,55,55,50,3,60,11.5,
2354,Aron,330,50,70,100,40,40,30,3,40,60.0,
2355,Lairon,430,60,90,140,50,50,40,3,90,120.0,
2356,Aggron,530,70,110,180,60,60,50,3,210,360.0,
2357,Meditite,280,30,40,55,40,55,60,3,60,11.2,
2358,Medicham,410,60,60,75,60,75,80,3,130,31.5,
2359,Electrike,295,40,45,40,65,40,65,3,60,15.2,
2360,Manectric,475,70,75,60,105,60,105,3,150,40.2,
2361,Plusle,405,60,50,40,85,75,95,3,40,4.2,
2362,Minun,405,60,40,50,75,85,95,3,40,4.2,
2363,Volbeat,430,65,73,75,47,85,85,3,70,17.7,
2364,Illumise,430,65,47,75,73,85,85,3,60,17.7,
2365,Roselia,400,50,60,45,100,80,65,3,30,2.0,
2366,Gulpin,302,70,43,53,43,53,40,3,40,10.3,
2367,Swalot,467,100,73,83,73,83,55,3,170,80.0,
2368,Carvanha,305,45,90,20,65,20,65,3,80,20.8,
2369,Sharpedo,460,70,120,40,95,40,95,3,180,88.8,
2370,Wailmer,400,130,70,35,70,35,60,3,200,130.0,
2371,Wailord,500,170,90,45,90,45,60,3,1450,398.0,
2372,Numel,305,60,60,40,65,45,35,3,70,24.0,
2373,Camerupt,460,70,100,70,105,75,40,3,190,220.0,
2374,Torkoal,470,70,85,140,85,70,20,3,50,80.4,
2375,Spoink,330,60,25,35,70,80,60,3,70,30.6,
2376,Grumpig,470,80,45,65,90,110,80,3,90,71.5,
2377,Spinda,360,60,60,60,60,60,60,3,110,5.0,
2378,Trapinch,290,45,100,45,45,45,10,3,70,15.0,
2379,Vibrava,340,50,70,50,50,50,70,3,110,15.3,
2380,Flygon,520,80,100,80,80,80,100,3,200,82.0,
2381,Cacnea,335,50,85,40,85,40,35,3,40,51.3,
2382,Cacturne,475,70,115,60,115,60,55,3,130,77.4,
2383,Swablu,310,45,40,60,40,75,50,3,40,1.2,
2384,Altaria,490,75,70,90,70,105,80,3,110,20.6,
2385,Zangoose,458,73,115,60,60,60,90,3,130,40.3,
2386,Seviper,458,73,100,60,100,60,65,3,270,52.5,
2387,Lunatone,460,90,55,65,95,85,70,3,100,168.0,
2388,Solrock,460,90,95,85,55,65,70,3,120,154.0,
2389,Barboach,288,50,48,43,46,41,60,3,40,1.9,
2390,Whiscash,468,110,78,73,76,71,60,3,90,23.6,
2391,Corphish,308,43,80,65,50,35,35,3,60,11.5,
2392,Crawdaunt,468,63,120,85,90,55,55,3,110,32.8,
2393,Baltoy,300,40,40,55,40,70,55,3,50,21.5,
2394,Claydol,500,60,70,105,70,120,75,3,150,108.0,
2395,Lileep,355,66,41,77,61,87,23,3,100,23.8,
2396,Cradily,495,86,81,97,81,107,43,3,150,60.4,
2397,Anorith,355,45,95,50,40,50,75,3,70,12.5,
2398,Armaldo,495,75,125,100,70,80,45,3,150,68.2,
2399,Feebas,200,20,15,20,10,55,80,3,60,7.4,
2400,Milotic,540,95,60,79,100,125,81,3,620,162.0,
2401,Castform,420,70,70,70,70,70,70,3,30,0.8,
2402,Kecleon,440,60,90,70,60,120,40,3,100,22.0,
2403,Shuppet,295,44,75,35,63,33,45,3,60,2.3,
2404,Banette,455,64,115,65,83,63,65,3,110,12.5,
2405,Duskull,295,20,40,90,30,90,25,3,80,15.0,
2406,Dusclops,455,40,70,130,60,130,25,3,160,30.6,
2407,Tropius,460,99,68,83,72,87,51,3,200,100.0,
2408,Chimecho,455,75,50,80,95,90,65,3,60,1.0,
2409,Absol,465,65,130,60,75,60,75,3,120,47.0,
2410,Wynaut,260,95,23,48,23,48,23,3,60,14.0,
2411,Snorunt,300,50,50,50,50,50,50,3,70,16.8,
2412,Glalie,480,80,80,80,80,80,80,3,150,256.5,
2413,Spheal,290,70,40,50,55,50,25,3,80,39.5,
2414,Sealeo,410,90,60,70,75,70,45,3,110,87.6,
2415,Walrein,530,110,80,90,95,90,65,3,140,150.6,
2416,Clamperl,345,35,64,85,74,55,32,3,40,52.5,
2417,Huntail,485,55,104,105,94,75,52,3,170,27.0,
2418,Gorebyss,485,55,84,105,114,75,52,3,180,22.6,
2419,Relicanth,485,100,90,130,45,65,55,3,100,23.4,
2420,Luvdisc,330,43,30,55,40,65,97,3,60,8.7,
2421,Bagon,300,45,75,60,40,30,50,3,60,42.1,
2422,Shelgon,420,65,95,100,60,50,50,3,110,110.5,
2423,Salamence,600,95,135,80,110,80,100,3,150,102.6,Pseudo-Legendary
2424,Beldum,300,40,55,80,35,60,30,3,60,95.2,
2425,Metang,420,60,75,100,55,80,50,3,120,202.5,
2426,Metagross,600,80,135,130,95,90,70,3,160,550.0,Pseudo-Legendary
2427,Regirock,580,80,100,200,50,100,50,3,170,230.0,Legendary
2428,Regice,580,80,50,100,100,200,50,3,180,175.0,Legendary
2429,Registeel,580,80,75,150,75,150,50,3,190,205.0,Legendary
2430,Latias,600,80,80,90,110,130,110,3,140,40.0,Legendary
2431,Latios,600,80,90,80,130,110,110,3,200,60.0,Legendary
2432,Kyogre,670,100,100,90,150,140,90,3,450,352.0,Legendary
2433,Groudon,670,100,150,140,100,90,90,3,350,950.0,Legendary
2434,Rayquaza,680,105,150,90,150,90,95,3,700,206.5,Legendary
2435,Jirachi,600,100,100,100,100,100,100,3,30,1.1,Mythical
2436,Deoxys,600,50,150,50,150,50,150,3,170,60.8,Mythical
2437,Turtwig,318,55,68,64,45,55,31,4,40,10.2,
2438,Grotle,405,75,89,85,55,65,36,4,110,97.0,
2439,Torterra,525,95,109,105,75,85,56,4,220,310.0,
2440,Chimchar,309,44,58,44,58,44,61,4,50,6.2,
2441,Monferno,405,64,78,52,78,52,81,4,90,22.0,
2442,Infernape,534,76,104,71,104,71,108,4,120,55.0,
2443,Piplup,314,53,51,53,61,56,40,4,40,5.2,
2444,Prinplup,405,64,66,68,81,76,50,4,80,23.0,
2445,Empoleon,530,84,86,88,111,101,60,4,170,84.5,
2446,Starly,245,40,55,30,30,30,60,4,30,2.0,
2447,Staravia,340,55,75,50,40,40,80,4,60,15.5,
2448,Staraptor,485,85,120,70,50,60,100,4,120,24.9,
2449,Bidoof,250,59,45,40,35,40,31,4,50,20.0,
2450,Bibarel,410,79,85,60,55,60,71,4,100,31.5,
2451,Kricketot,194,37,25,41,25,41,25,4,30,2.2,
2452,Kricketune,384,77,85,51,55,51,65,4,100,25.5,
2453,Shinx,263,45,65,34,40,34,45,4,50,9.5,
2454,Luxio,363,60,85,49,60,49,60,4,90,30.5,
2455,Luxray,523,80,120,79,95,79,70,4,140,42.0,
2456,Budew,280,40,30,35,50,70,55,4,20,1.2,
2457,Roserade,515,60,70,65,125,105,90,4,90,14.5,
